Reading #,Method Name,User Factor Name,Test Label,Grid ID,Latitude,Longitude,Elevation,Pseudo Element Config Name,Date,Time, Units,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error 1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error 1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error 1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error 1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error 1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error 1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error 1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error 1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error 1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error 1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error 1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error 1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error 1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error 1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error 1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error 1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error 1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error 1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error 1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error 1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error 1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error 1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error 1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error 1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error 1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error 1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error 1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error 1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error 1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error 1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error 1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error 1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error 1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error 1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error 1s,info
93,Geochem(2),,93,J01,33.6012001,-101.8970032,974.7930298,,5/8/18,16:03:41,ppm,,,<LOD,8621,,,,73067,378,,,,277016,517,,,,<LOD,186,,,,170,13,,,,13439,42,,,,<LOD,335,,,,3247,51,,,,55,6,,,,51,8,,,,304,8,,,,20164,52,,,,<LOD,49,,,,20,2,,,,20,2,,,,46,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,64,1,,,,19,1,,,,264,1,,,,12,1,,,,4,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,611940,692,
94,Geochem(2),,94,J02,33.6012001,-101.8970032,976.3029785,,5/8/18,16:05:32,ppm,,,<LOD,4981,,,,73777,378,,,,270436,506,,,,<LOD,186,,,,167,13,,,,13075,41,,,,<LOD,338,,,,3256,51,,,,55,6,,,,45,7,,,,281,8,,,,19819,51,,,,<LOD,48,,,,18,2,,,,16,1,,,,47,1,,,,7,1,,,,<LOD,1,,,,67,1,,,,63,1,,,,16,1,,,,304,1,,,,13,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,12,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,618517,684,
95,Geochem(2),,95,J03,33.6012001,-101.8970032,978.2249756,,5/8/18,16:07:25,ppm,,,<LOD,8935,,,,68397,372,,,,271368,515,,,,<LOD,190,,,,124,13,,,,12900,42,,,,<LOD,339,,,,3135,51,,,,59,6,,,,25,7,,,,276,8,,,,18694,50,,,,<LOD,47,,,,15,2,,,,11,1,,,,46,1,,,,7,1,,,,<LOD,1,,,,64,1,,,,61,1,,,,16,1,,,,277,1,,,,13,1,,,,4,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,3,1,,,,11,1,,,,<LOD,12,,,,7,2,,,,<LOD,6,,,,624485,685,
96,Geochem(2),,96,J04,33.6012001,-101.8970032,976.8839722,,5/8/18,16:09:26,ppm,,,<LOD,10545,,,,63890,388,,,,254728,529,,,,<LOD,223,,,,148,15,,,,12370,43,,,,<LOD,381,,,,3235,54,,,,56,6,,,,39,8,,,,279,8,,,,18623,53,,,,<LOD,50,,,,15,3,,,,17,2,,,,45,1,,,,6,1,,,,<LOD,1,,,,64,1,,,,61,1,,,,18,1,,,,290,1,,,,14,1,,,,7,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,646072,711,
97,Geochem(2),,97,J05,33.6012001,-101.8970032,979.039978,,5/8/18,16:11:46,ppm,,,<LOD,5209,,,,72158,380,,,,264033,507,,,,<LOD,190,,,,123,13,,,,13011,42,,,,<LOD,345,,,,3125,50,,,,55,6,,,,47,7,,,,273,8,,,,19776,52,,,,<LOD,49,,,,18,2,,,,13,1,,,,46,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,62,1,,,,18,1,,,,307,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,12,1,,,,<LOD,12,,,,7,2,,,,<LOD,6,,,,626830,687,
98,Geochem(2),,98,CHECK,33.60110092,-101.8970032,985.2630005,,5/8/18,16:36:40,ppm,,,20446,2430,,,,11008,375,,,,10053,121,,,,1469,37,,,,13126,58,,,,12575,54,,,,1168,21,,,,<LOD,372,,,,269,9,,,,153839,411,,,,20782,111,,,,637807,1616,,,,<LOD,84,,,,90491,271,,,,4677,48,,,,<LOD,3,,,,<LOD,2,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,<LOD,1,,,,20856,58,,,,<LOD,3,,,,<LOD,4,,,,138,18,,,,112,23,,,,338,19,,,,<LOD,4,,,,176,13,,,,614,12,,,,<LOD,2,,,,53,6,,,,<LOD,0,
99,Geochem(2),,99,J06,33.60110092,-101.8970032,989.4119873,,5/8/18,16:38:49,ppm,,,<LOD,6362,,,,67659,402,,,,253151,529,,,,<LOD,215,,,,161,15,,,,13116,44,,,,<LOD,389,,,,3123,53,,,,58,6,,,,32,8,,,,264,8,,,,19921,56,,,,<LOD,52,,,,18,3,,,,21,2,,,,47,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,63,1,,,,17,1,,,,274,1,,,,14,1,,,,6,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,14,2,,,,2,1,,,,641952,720,
100,Geochem(2),,100,J07,33.60129929,-101.8970032,1003.780029,,5/8/18,16:41:03,ppm,,,<LOD,10334,,,,63386,383,,,,252618,517,,,,<LOD,215,,,,138,14,,,,12272,42,,,,<LOD,377,,,,3265,53,,,,55,6,,,,51,8,,,,273,8,,,,18984,53,,,,<LOD,49,,,,23,3,,,,15,2,,,,46,1,,,,6,1,,,,<LOD,1,,,,66,1,,,,62,1,,,,18,1,,,,278,1,,,,13,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,648405,696,
101,Geochem(2),,101,J08,33.60110092,-101.8970032,964.0930176,,5/8/18,16:43:05,ppm,,,<LOD,6220,,,,68410,395,,,,245672,508,,,,<LOD,219,,,,135,14,,,,12681,43,,,,<LOD,375,,,,3316,53,,,,47,6,,,,47,8,,,,287,8,,,,20748,56,,,,<LOD,51,,,,24,3,,,,15,1,,,,51,1,,,,7,1,,,,<LOD,1,,,,69,1,,,,63,1,,,,18,1,,,,264,1,,,,14,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,648104,700,
102,Geochem(2),,102,J09,33.60110092,-101.8970032,963.9869995,,5/8/18,16:44:58,ppm,,,<LOD,6042,,,,73568,406,,,,256452,521,,,,<LOD,211,,,,200,15,,,,12939,43,,,,<LOD,376,,,,2958,51,,,,67,6,,,,26,8,,,,252,8,,,,20126,55,,,,<LOD,51,,,,25,3,,,,16,2,,,,50,1,,,,7,1,,,,<LOD,1,,,,69,1,,,,63,1,,,,17,1,,,,278,1,,,,13,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,632843,715,
103,Geochem(2),,103,J10,33.6012001,-101.8970032,938.2849731,,5/8/18,16:46:55,ppm,,,<LOD,8142,,,,72500,374,,,,280092,511,,,,<LOD,176,,,,170,13,,,,13567,42,,,,<LOD,325,,,,3058,49,,,,57,6,,,,38,7,,,,291,8,,,,20052,51,,,,<LOD,48,,,,19,2,,,,17,1,,,,48,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,63,1,,,,19,1,,,,293,1,,,,12,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,13,1,,,,<LOD,11,,,,7,2,,,,<LOD,5,,,,609605,682,
104,Geochem(2),,104,K01,33.60110092,-101.8970032,974.4279785,,5/8/18,16:49:14,ppm,,,<LOD,8482,,,,66582,368,,,,281440,521,,,,<LOD,185,,,,167,14,,,,12144,40,,,,<LOD,320,,,,3045,50,,,,46,6,,,,42,7,,,,298,8,,,,17123,47,,,,<LOD,45,,,,16,2,,,,18,1,,,,37,1,,,,5,0,,,,<LOD,1,,,,59,1,,,,58,1,,,,18,1,,,,294,1,,,,12,1,,,,3,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,12,1,,,,<LOD,12,,,,<LOD,9,,,,<LOD,5,,,,618582,681,
105,Geochem(2),,105,K02,33.6012001,-101.8970032,996.151001,,5/8/18,16:51:10,ppm,,,<LOD,8076,,,,70066,365,,,,283089,509,,,,<LOD,174,,,,160,13,,,,13178,41,,,,<LOD,315,,,,3432,51,,,,66,6,,,,35,7,,,,294,8,,,,18397,48,,,,<LOD,46,,,,19,2,,,,15,1,,,,44,1,,,,5,0,,,,<LOD,1,,,,61,1,,,,60,1,,,,19,0,,,,293,1,,,,11,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,13,1,,,,<LOD,11,,,,6,2,,,,<LOD,5,,,,610737,672,
106,Geochem(2),,106,K03,33.60110092,-101.8970032,996.6439819,,5/8/18,16:53:05,ppm,,,<LOD,8143,,,,68695,366,,,,285395,517,,,,<LOD,178,,,,141,13,,,,13137,41,,,,<LOD,314,,,,3013,49,,,,49,5,,,,75,8,,,,282,8,,,,17327,47,,,,<LOD,45,,,,15,2,,,,16,1,,,,39,1,,,,5,0,,,,<LOD,1,,,,59,1,,,,58,1,,,,17,0,,,,297,1,,,,10,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,12,1,,,,<LOD,11,,,,<LOD,9,,,,<LOD,5,,,,611356,677,
107,Geochem(2),,107,K04,33.60110092,-101.8970032,992.5770264,,5/8/18,16:54:55,ppm,,,<LOD,9631,,,,60447,369,,,,261829,519,,,,<LOD,207,,,,143,14,,,,11786,40,,,,<LOD,352,,,,3124,51,,,,47,6,,,,31,7,,,,255,8,,,,16666,47,,,,<LOD,45,,,,13,2,,,,14,1,,,,40,1,,,,6,0,,,,<LOD,1,,,,58,1,,,,57,1,,,,16,1,,,,279,1,,,,12,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,10,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,645151,682,
108,Geochem(2),,108,K05,33.60110092,-101.8970032,997.6799927,,5/8/18,16:56:46,ppm,,,<LOD,9519,,,,65988,387,,,,277884,544,,,,<LOD,200,,,,104,15,,,,13066,44,,,,<LOD,347,,,,2956,52,,,,44,6,,,,40,8,,,,306,9,,,,16271,48,,,,<LOD,46,,,,11,3,,,,15,2,,,,38,1,,,,5,1,,,,<LOD,1,,,,56,1,,,,55,1,,,,17,1,,,,276,1,,,,13,1,,,,5,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,11,2,,,,2,1,,,,622824,713,
109,Geochem(2),,109,K06,33.60110092,-101.8970032,1006.789978,,5/8/18,16:58:43,ppm,,,<LOD,5650,,,,66855,382,,,,264459,521,,,,<LOD,203,,,,116,14,,,,12807,42,,,,<LOD,354,,,,3312,53,,,,52,6,,,,49,8,,,,300,8,,,,18372,51,,,,<LOD,48,,,,19,3,,,,15,1,,,,43,1,,,,6,1,,,,<LOD,1,,,,63,1,,,,59,1,,,,16,1,,,,322,1,,,,13,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,633094,697,
110,Geochem(2),,110,K07,33.60110092,-101.8970032,1012.179993,,5/8/18,17:00:50,ppm,,,<LOD,8919,,,,69465,375,,,,264495,504,,,,<LOD,194,,,,140,13,,,,12862,41,,,,<LOD,344,,,,3383,51,,,,54,6,,,,40,7,,,,270,8,,,,19176,51,,,,<LOD,48,,,,15,2,,,,17,1,,,,44,1,,,,7,0,,,,<LOD,1,,,,64,1,,,,60,1,,,,16,0,,,,298,1,,,,11,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,3,1,,,,12,1,,,,<LOD,12,,,,9,2,,,,<LOD,5,,,,629560,678,
111,Geochem(2),,111,K08,33.60110092,-101.8970032,1020.219971,,5/8/18,17:02:45,ppm,,,<LOD,4321,,,,69988,346,,,,277808,480,,,,<LOD,163,,,,95,11,,,,10866,35,,,,<LOD,294,,,,3105,47,,,,51,5,,,,69,7,,,,250,7,,,,16329,42,,,,<LOD,41,,,,23,2,,,,10,1,,,,40,1,,,,6,0,,,,<LOD,1,,,,58,1,,,,56,1,,,,15,0,,,,288,1,,,,7,1,,,,<LOD,4,,,,<LOD,16,,,,<LOD,18,,,,<LOD,27,,,,<LOD,35,,,,<LOD,9,,,,<LOD,6,,,,10,1,,,,9,2,,,,<LOD,9,,,,<LOD,5,,,,620914,632,
112,Geochem(2),,112,K09,33.6012001,-101.8970032,1018.919983,,5/8/18,17:04:35,ppm,,,<LOD,8861,,,,66982,372,,,,272015,516,,,,<LOD,193,,,,194,14,,,,13151,42,,,,<LOD,341,,,,3212,51,,,,55,6,,,,50,7,,,,285,8,,,,19007,51,,,,<LOD,48,,,,18,2,,,,17,1,,,,45,1,,,,6,1,,,,<LOD,1,,,,65,1,,,,61,1,,,,18,1,,,,296,1,,,,12,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,9,2,,,,3,1,,,,624482,686,
113,Geochem(2),,113,K10,33.6012001,-101.8970032,1021.359985,,5/8/18,17:06:39,ppm,,,<LOD,4841,,,,66775,360,,,,285984,516,,,,<LOD,176,,,,154,13,,,,12283,39,,,,<LOD,309,,,,3188,50,,,,54,6,,,,33,7,,,,258,8,,,,17265,46,,,,<LOD,44,,,,15,2,,,,16,1,,,,38,1,,,,6,0,,,,<LOD,1,,,,60,1,,,,58,1,,,,17,0,,,,304,1,,,,11,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,11,1,,,,<LOD,11,,,,6,2,,,,<LOD,5,,,,613463,672,
114,Geochem(2),,114,L01,33.60110092,-101.8970032,1019.429993,,5/8/18,17:08:46,ppm,,,<LOD,8932,,,,63411,374,,,,283564,539,,,,<LOD,197,,,,231,15,,,,14434,45,,,,<LOD,348,,,,3165,53,,,,53,6,,,,22,7,,,,289,8,,,,15181,45,,,,<LOD,43,,,,17,3,,,,17,1,,,,34,1,,,,5,0,,,,<LOD,1,,,,52,1,,,,58,1,,,,17,1,,,,334,1,,,,12,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,619074,699,
115,Geochem(2),,115,L02,33.60110092,-101.8970032,1006.159973,,5/8/18,17:10:40,ppm,,,<LOD,5050,,,,60259,356,,,,292331,538,,,,<LOD,185,,,,217,14,,,,12628,41,,,,<LOD,319,,,,3191,52,,,,59,6,,,,35,7,,,,267,8,,,,15254,44,,,,<LOD,43,,,,14,2,,,,15,1,,,,38,1,,,,5,0,,,,<LOD,1,,,,54,1,,,,57,1,,,,16,0,,,,286,1,,,,11,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,615237,686,
116,Geochem(2),,116,L03,33.60110092,-101.8970032,998.3640137,,5/8/18,17:12:34,ppm,,,<LOD,4479,,,,67055,360,,,,308149,538,,,,<LOD,172,,,,153,14,,,,12769,41,,,,<LOD,294,,,,3509,53,,,,53,6,,,,35,7,,,,250,8,,,,14838,42,,,,<LOD,41,,,,12,2,,,,16,1,,,,38,1,,,,6,0,,,,<LOD,1,,,,51,1,,,,54,1,,,,15,0,,,,313,1,,,,11,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,10,1,,,,<LOD,12,,,,<LOD,9,,,,<LOD,5,,,,592661,684,
117,Geochem(2),,117,L04,33.60110092,-101.8970032,998.5,,5/8/18,17:14:35,ppm,,,<LOD,9960,,,,57807,382,,,,286603,577,,,,<LOD,215,,,,189,16,,,,13140,46,,,,<LOD,358,,,,3183,56,,,,47,6,,,,<LOD,34,,,,288,9,,,,14447,46,,,,<LOD,45,,,,13,3,,,,14,2,,,,32,1,,,,6,1,,,,<LOD,1,,,,52,1,,,,57,1,,,,18,1,,,,303,1,,,,14,1,,,,11,1,,,,<LOD,19,,,,<LOD,22,,,,<LOD,33,,,,<LOD,43,,,,<LOD,11,,,,<LOD,7,,,,9,1,,,,<LOD,13,,,,13,2,,,,3,1,,,,623753,735,
118,Geochem(2),,118,L05,33.60110092,-101.8970032,999.007019,,5/8/18,17:16:31,ppm,,,<LOD,14528,,,,50644,411,,,,237596,575,,,,<LOD,295,,,,155,19,,,,11523,47,,,,110,20,,,,3066,59,,,,49,7,,,,40,9,,,,248,9,,,,14362,50,,,,<LOD,48,,,,22,3,,,,16,2,,,,32,1,,,,6,1,,,,<LOD,2,,,,52,1,,,,55,1,,,,18,1,,,,286,1,,,,15,1,,,,15,1,,,,<LOD,21,,,,<LOD,24,,,,<LOD,36,,,,<LOD,47,,,,<LOD,12,,,,<LOD,8,,,,10,1,,,,<LOD,14,,,,22,2,,,,<LOD,7,,,,681658,756,
119,Geochem(2),,119,L06,33.6012001,-101.8970032,989.8670044,,5/8/18,17:18:35,ppm,,,<LOD,4790,,,,65198,360,,,,290995,526,,,,<LOD,179,,,,165,14,,,,13268,42,,,,<LOD,317,,,,3355,52,,,,60,6,,,,36,7,,,,286,8,,,,15557,44,,,,<LOD,43,,,,11,2,,,,16,1,,,,35,1,,,,6,0,,,,<LOD,1,,,,54,1,,,,57,1,,,,16,0,,,,324,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,6,2,,,,2,1,,,,610531,679,
120,Geochem(2),,120,L07,33.6012001,-101.8970032,982.0380249,,5/8/18,17:22:02,ppm,,,<LOD,11406,,,,52886,379,,,,259760,555,,,,<LOD,240,,,,119,16,,,,11903,44,,,,<LOD,391,,,,3070,55,,,,54,6,,,,<LOD,34,,,,237,8,,,,14033,45,,,,<LOD,44,,,,14,3,,,,15,2,,,,32,1,,,,6,1,,,,<LOD,1,,,,51,1,,,,55,1,,,,16,1,,,,305,1,,,,13,1,,,,9,1,,,,<LOD,19,,,,<LOD,22,,,,<LOD,33,,,,<LOD,43,,,,<LOD,11,,,,<LOD,7,,,,11,1,,,,<LOD,13,,,,18,2,,,,<LOD,6,,,,657395,716,
121,Geochem(2),,121,L08,33.6012001,-101.8970032,981.8670044,,5/8/18,17:23:55,ppm,,,<LOD,8957,,,,60155,365,,,,281839,538,,,,<LOD,200,,,,164,14,,,,12279,42,,,,<LOD,332,,,,3008,52,,,,53,6,,,,27,7,,,,275,8,,,,13844,42,,,,<LOD,41,,,,18,2,,,,13,1,,,,33,1,,,,5,0,,,,<LOD,1,,,,50,1,,,,53,1,,,,15,0,,,,310,1,,,,11,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,10,2,,,,2,1,,,,627819,690,
122,Geochem(2),,122,L09,33.6012001,-101.8970032,979.8549805,,5/8/18,17:26:01,ppm,,,<LOD,10017,,,,58174,372,,,,269050,538,,,,<LOD,216,,,,154,15,,,,12381,43,,,,<LOD,358,,,,3020,52,,,,50,6,,,,34,8,,,,249,8,,,,14568,44,,,,<LOD,43,,,,15,3,,,,15,1,,,,35,1,,,,6,1,,,,<LOD,1,,,,53,1,,,,55,1,,,,17,1,,,,309,1,,,,12,1,,,,6,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,13,2,,,,2,1,,,,641772,697,
123,Geochem(2),,123,L10,33.6012001,-101.8970032,980.9539795,,5/8/18,17:28:32,ppm,,,<LOD,8525,,,,63028,360,,,,286360,527,,,,<LOD,186,,,,158,14,,,,12506,41,,,,<LOD,321,,,,2957,50,,,,52,6,,,,33,7,,,,264,8,,,,14859,43,,,,<LOD,42,,,,16,2,,,,16,1,,,,32,1,,,,5,0,,,,<LOD,1,,,,52,1,,,,53,1,,,,17,0,,,,297,1,,,,11,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,10,1,,,,<LOD,12,,,,7,2,,,,<LOD,6,,,,619262,678,
124,Geochem(2),,124,M01,33.60100174,-101.8970032,982.6099854,,5/8/18,17:37:03,ppm,,,<LOD,9254,,,,61138,367,,,,274556,529,,,,<LOD,202,,,,245,15,,,,12841,42,,,,<LOD,342,,,,3232,53,,,,49,6,,,,35,7,,,,307,8,,,,14029,42,,,,<LOD,41,,,,19,2,,,,14,1,,,,34,1,,,,6,0,,,,<LOD,1,,,,50,1,,,,57,1,,,,15,0,,,,281,1,,,,12,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,633055,686,
125,Geochem(2),,125,M02,33.60110092,-101.8970032,980.2449951,,5/8/18,17:39:32,ppm,,,<LOD,9198,,,,61373,372,,,,286231,547,,,,<LOD,203,,,,275,15,,,,14026,45,,,,<LOD,349,,,,3219,53,,,,51,6,,,,28,8,,,,300,8,,,,14693,44,,,,<LOD,43,,,,19,3,,,,15,1,,,,38,1,,,,5,1,,,,<LOD,1,,,,53,1,,,,61,1,,,,16,1,,,,325,1,,,,13,1,,,,8,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,619223,704,
126,Geochem(2),,126,M03,33.60100174,-101.8970032,979.901001,,5/8/18,17:42:21,ppm,,,<LOD,9504,,,,55861,358,,,,268290,526,,,,<LOD,208,,,,157,14,,,,12376,41,,,,<LOD,345,,,,3379,53,,,,52,6,,,,<LOD,32,,,,295,8,,,,13810,42,,,,<LOD,41,,,,17,2,,,,17,1,,,,29,1,,,,5,0,,,,<LOD,1,,,,51,1,,,,56,1,,,,17,1,,,,354,1,,,,11,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,13,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,645194,678,
127,Geochem(2),,127,M04,33.60110092,-101.8970032,984.2080078,,5/8/18,17:45:03,ppm,,,<LOD,12146,,,,50828,388,,,,249913,561,,,,<LOD,262,,,,157,17,,,,12174,45,,,,309,20,,,,3371,58,,,,58,6,,,,31,8,,,,320,9,,,,14820,49,,,,<LOD,47,,,,14,3,,,,15,2,,,,38,1,,,,6,1,,,,<LOD,2,,,,57,1,,,,66,1,,,,19,1,,,,333,1,,,,14,1,,,,8,1,,,,<LOD,20,,,,<LOD,22,,,,<LOD,34,,,,<LOD,44,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,13,,,,14,2,,,,<LOD,6,,,,667421,731,
128,Geochem(2),,128,M05,33.60110092,-101.8970032,984.4860229,,5/8/18,17:47:33,ppm,,,<LOD,8620,,,,61963,364,,,,286270,534,,,,<LOD,198,,,,237,14,,,,13930,44,,,,<LOD,329,,,,3345,53,,,,53,6,,,,24,7,,,,305,8,,,,14462,43,,,,<LOD,42,,,,13,2,,,,15,1,,,,35,1,,,,6,0,,,,<LOD,1,,,,52,1,,,,57,1,,,,17,0,,,,314,1,,,,11,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,10,2,,,,2,1,,,,618863,688,
