Reading #,Method Name,User Factor Name,Test Label,Grid ID,Latitude,Longitude,Elevation,Pseudo Element Config Name,Date,Time, Units,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error 1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error 1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error 1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error 1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error 1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error 1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error 1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error 1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error 1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error 1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error 1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error 1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error 1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error 1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error 1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error 1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error 1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error 1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error 1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error 1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error 1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error 1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error 1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error 1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error 1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error 1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error 1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error 1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error 1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error 1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error 1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error 1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error 1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error 1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error 1s,info
107,Geochem(2),,107,K04,33.60419846,-101.9039993,975.3209839,,5/7/18,18:08:54,ppm,,,<LOD,6478,,,,61965,384,,,,247689,511,,,,<LOD,220,,,,222,15,,,,12042,41,,,,1392,20,,,,2992,51,,,,47,6,,,,51,8,,,,245,8,,,,17459,50,,,,<LOD,47,,,,15,3,,,,14,1,,,,42,1,,,,6,0,,,,<LOD,1,,,,59,1,,,,55,1,,,,16,1,,,,271,1,,,,13,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,10,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,655377,688,
108,Geochem(2),,108,K05,33.60409927,-101.9039993,974.9890137,,5/7/18,18:11:11,ppm,,,<LOD,11641,,,,66320,432,,,,264709,582,,,,<LOD,252,,,,405,19,,,,12121,47,,,,1982,24,,,,3089,57,,,,43,6,,,,40,8,,,,263,9,,,,17253,54,,,,<LOD,51,,,,30,3,,,,15,2,,,,39,1,,,,6,1,,,,<LOD,2,,,,57,1,,,,57,1,,,,16,1,,,,311,1,,,,13,1,,,,7,1,,,,<LOD,20,,,,<LOD,22,,,,<LOD,34,,,,<LOD,44,,,,<LOD,12,,,,<LOD,8,,,,11,1,,,,<LOD,13,,,,15,2,,,,<LOD,6,,,,633197,777,
109,Geochem(2),,109,K06,33.60400009,-101.9039993,982.1279907,,5/7/18,18:13:47,ppm,,,<LOD,6350,,,,62661,386,,,,252680,518,,,,<LOD,219,,,,338,15,,,,11664,41,,,,1162,20,,,,3115,52,,,,47,6,,,,37,8,,,,240,8,,,,17241,49,,,,<LOD,47,,,,22,3,,,,15,1,,,,40,1,,,,6,1,,,,<LOD,1,,,,57,1,,,,54,1,,,,16,1,,,,278,1,,,,12,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,650283,694,
110,Geochem(2),,110,K07,33.60400009,-101.9039993,983.2069702,,5/7/18,18:15:58,ppm,,,<LOD,5771,,,,67170,386,,,,268941,524,,,,<LOD,200,,,,279,15,,,,12365,42,,,,1105,20,,,,2930,51,,,,45,6,,,,45,8,,,,234,8,,,,17160,48,,,,<LOD,46,,,,17,3,,,,16,1,,,,40,1,,,,7,0,,,,<LOD,1,,,,57,1,,,,57,1,,,,15,1,,,,275,1,,,,13,1,,,,7,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,10,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,629199,697,
111,Geochem(2),,111,K08,33.60400009,-101.9039993,982.5170288,,5/7/18,18:18:54,ppm,,,<LOD,5172,,,,73503,380,,,,275086,509,,,,<LOD,181,,,,196,13,,,,12937,41,,,,955,19,,,,3082,49,,,,47,5,,,,35,7,,,,237,7,,,,18503,49,,,,<LOD,46,,,,15,2,,,,18,1,,,,45,1,,,,6,0,,,,<LOD,1,,,,62,1,,,,55,1,,,,26,1,,,,269,1,,,,10,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,11,1,,,,<LOD,11,,,,8,2,,,,<LOD,5,,,,614895,681,
112,Geochem(2),,112,K09,33.60400009,-101.9039993,979.90802,,5/7/18,18:20:48,ppm,,,<LOD,5878,,,,65266,385,,,,266804,526,,,,<LOD,203,,,,158,15,,,,11847,41,,,,787,19,,,,3024,51,,,,62,6,,,,31,8,,,,279,8,,,,17628,49,,,,<LOD,47,,,,19,3,,,,15,1,,,,41,1,,,,6,1,,,,<LOD,1,,,,59,1,,,,58,1,,,,17,1,,,,304,1,,,,13,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,633553,698,
113,Geochem(2),,113,K10,33.60400009,-101.9039993,981.8400269,,5/7/18,18:22:45,ppm,,,<LOD,5449,,,,64604,371,,,,279936,525,,,,<LOD,186,,,,157,14,,,,11980,40,,,,435,19,,,,2893,50,,,,41,5,,,,24,7,,,,244,8,,,,16134,45,,,,<LOD,44,,,,21,2,,,,13,1,,,,38,1,,,,5,0,,,,<LOD,1,,,,56,1,,,,53,1,,,,15,0,,,,266,1,,,,12,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,6,2,,,,<LOD,5,,,,623050,683,
114,Geochem(2),,114,L01,33.60400009,-101.9039993,984.3850098,,5/7/18,18:27:20,ppm,,,<LOD,9323,,,,68634,388,,,,262808,513,,,,<LOD,201,,,,177,14,,,,12973,42,,,,629,19,,,,3005,51,,,,52,6,,,,26,7,,,,263,8,,,,16904,47,,,,<LOD,45,,,,17,2,,,,15,1,,,,39,1,,,,6,0,,,,<LOD,1,,,,56,1,,,,53,1,,,,16,0,,,,281,1,,,,13,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,10,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,634007,689,
115,Geochem(2),,115,L02,33.60400009,-101.9039993,982.3540039,,5/7/18,18:29:17,ppm,,,<LOD,10146,,,,62930,393,,,,267765,543,,,,<LOD,209,,,,170,15,,,,13150,44,,,,725,20,,,,3098,53,,,,47,6,,,,51,8,,,,244,8,,,,16506,49,,,,<LOD,47,,,,13,3,,,,17,2,,,,39,1,,,,6,1,,,,<LOD,1,,,,55,1,,,,54,1,,,,17,1,,,,268,1,,,,14,1,,,,7,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,634799,716,
116,Geochem(2),,116,L03,33.60400009,-101.9039993,980.6939697,,5/7/18,18:31:24,ppm,,,<LOD,9624,,,,63295,381,,,,265045,523,,,,<LOD,206,,,,278,15,,,,12502,42,,,,853,20,,,,3143,52,,,,51,6,,,,28,7,,,,265,8,,,,15348,45,,,,<LOD,44,,,,18,3,,,,15,1,,,,36,1,,,,5,0,,,,<LOD,1,,,,53,1,,,,53,1,,,,15,0,,,,312,1,,,,13,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,4,1,,,,12,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,638639,691,
117,Geochem(2),,117,L04,33.60400009,-101.9039993,980.9039917,,5/7/18,18:33:35,ppm,,,<LOD,10481,,,,60976,393,,,,263826,544,,,,<LOD,222,,,,168,16,,,,12774,44,,,,1104,21,,,,2934,53,,,,42,6,,,,34,8,,,,268,8,,,,16053,48,,,,<LOD,46,,,,18,3,,,,14,2,,,,38,1,,,,7,1,,,,<LOD,1,,,,56,1,,,,56,1,,,,17,1,,,,294,1,,,,14,1,,,,8,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,10,1,,,,<LOD,13,,,,16,2,,,,<LOD,6,,,,641273,717,
118,Geochem(2),,118,L05,33.60400009,-101.9039993,980.6420288,,5/7/18,18:35:29,ppm,,,<LOD,7629,,,,72910,366,,,,287623,502,,,,<LOD,169,,,,306,13,,,,12850,39,,,,550,19,,,,2881,47,,,,63,5,,,,26,7,,,,244,7,,,,16717,44,,,,<LOD,42,,,,16,2,,,,15,1,,,,39,1,,,,6,0,,,,<LOD,1,,,,56,1,,,,54,1,,,,17,0,,,,296,1,,,,10,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,28,,,,<LOD,37,,,,<LOD,10,,,,<LOD,6,,,,10,1,,,,<LOD,11,,,,7,2,,,,<LOD,5,,,,605304,661,
119,Geochem(2),,119,L06,33.60400009,-101.9039993,980.9039917,,5/7/18,18:37:23,ppm,,,<LOD,7071,,,,65255,347,,,,310223,518,,,,<LOD,159,,,,241,13,,,,12219,38,,,,<LOD,291,,,,3012,48,,,,42,5,,,,37,7,,,,229,7,,,,13055,37,,,,<LOD,37,,,,16,2,,,,13,1,,,,31,1,,,,5,0,,,,<LOD,1,,,,49,1,,,,52,0,,,,15,0,,,,289,1,,,,9,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,37,,,,<LOD,9,,,,<LOD,6,,,,10,1,,,,<LOD,11,,,,<LOD,9,,,,<LOD,5,,,,595198,653,
120,Geochem(2),,120,L07,33.60400009,-101.9039993,980.9039917,,5/7/18,18:39:36,ppm,,,<LOD,9862,,,,62417,383,,,,260350,522,,,,<LOD,212,,,,153,15,,,,12553,42,,,,899,19,,,,3045,52,,,,52,6,,,,36,8,,,,266,8,,,,15824,46,,,,<LOD,45,,,,20,3,,,,17,1,,,,36,1,,,,6,0,,,,<LOD,1,,,,53,1,,,,54,1,,,,16,1,,,,291,1,,,,12,1,,,,7,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,13,2,,,,2,1,,,,643868,691,
121,Geochem(2),,121,L08,33.60400009,-101.9039993,980.992981,,5/7/18,18:42:10,ppm,,,<LOD,9059,,,,62203,373,,,,279416,531,,,,<LOD,192,,,,262,15,,,,12145,41,,,,555,19,,,,2800,50,,,,40,6,,,,27,7,,,,241,8,,,,14497,43,,,,<LOD,42,,,,12,2,,,,13,1,,,,33,1,,,,5,0,,,,<LOD,1,,,,51,1,,,,51,1,,,,17,0,,,,277,1,,,,11,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,10,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,627318,686,
122,Geochem(2),,122,L09,33.60400009,-101.9039993,981.164978,,5/7/18,18:44:02,ppm,,,<LOD,10547,,,,55734,380,,,,261836,540,,,,<LOD,228,,,,283,16,,,,11305,41,,,,929,20,,,,2723,51,,,,41,6,,,,39,8,,,,235,8,,,,13000,42,,,,<LOD,41,,,,14,3,,,,15,1,,,,29,1,,,,6,0,,,,<LOD,1,,,,47,1,,,,49,1,,,,15,1,,,,267,1,,,,11,1,,,,9,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,7,2,,,,<LOD,7,,,,10,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,653383,698,
123,Geochem(2),,123,L10,33.60400009,-101.9039993,981.8079834,,5/7/18,18:46:23,ppm,,,<LOD,6764,,,,51726,369,,,,262888,541,,,,<LOD,221,,,,171,16,,,,10659,40,,,,339,19,,,,2806,52,,,,36,6,,,,32,8,,,,217,8,,,,11934,40,,,,<LOD,39,,,,15,3,,,,12,1,,,,28,1,,,,5,0,,,,<LOD,1,,,,45,1,,,,48,1,,,,15,0,,,,283,1,,,,12,1,,,,8,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,10,,,,<LOD,7,,,,8,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,658703,689,
124,Geochem(2),,124,M01,33.60400009,-101.9039993,981.3729858,,5/7/18,18:50:22,ppm,,,<LOD,11087,,,,56326,382,,,,239951,513,,,,<LOD,235,,,,262,15,,,,12655,43,,,,1335,20,,,,3228,53,,,,60,6,,,,35,8,,,,287,8,,,,15387,47,,,,<LOD,45,,,,12,3,,,,16,2,,,,39,1,,,,7,1,,,,<LOD,1,,,,56,1,,,,61,1,,,,18,1,,,,384,1,,,,14,1,,,,5,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,9,2,,,,3,1,,,,669838,688,
125,Geochem(2),,125,M02,33.60400009,-101.9039993,978.5029907,,5/7/18,18:52:20,ppm,,,<LOD,6525,,,,64776,393,,,,238255,500,,,,<LOD,226,,,,250,15,,,,14606,46,,,,1721,20,,,,3784,55,,,,55,6,,,,41,8,,,,388,9,,,,21256,57,,,,<LOD,52,,,,22,3,,,,19,2,,,,56,1,,,,9,1,,,,<LOD,1,,,,79,1,,,,85,1,,,,24,1,,,,348,1,,,,15,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,33,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,654160,697,
126,Geochem(2),,126,M03,33.60400009,-101.9039993,977.9949951,,5/7/18,18:54:15,ppm,,,<LOD,10509,,,,63476,401,,,,251072,530,,,,<LOD,227,,,,360,16,,,,14497,47,,,,1834,22,,,,3533,56,,,,58,6,,,,38,8,,,,341,9,,,,18518,53,,,,<LOD,50,,,,17,3,,,,16,2,,,,50,1,,,,8,1,,,,<LOD,1,,,,70,1,,,,79,1,,,,21,1,,,,395,1,,,,15,1,,,,6,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,23,1,,,,<LOD,13,,,,11,2,,,,<LOD,6,,,,645562,721,
127,Geochem(2),,127,M04,33.60400009,-101.9039993,980.0130005,,5/7/18,18:56:09,ppm,,,<LOD,6145,,,,66070,392,,,,256479,518,,,,<LOD,207,,,,331,15,,,,15216,47,,,,1168,20,,,,3656,55,,,,64,6,,,,41,8,,,,278,8,,,,18794,52,,,,<LOD,49,,,,22,3,,,,18,2,,,,51,1,,,,8,1,,,,<LOD,1,,,,74,1,,,,80,1,,,,22,1,,,,402,1,,,,16,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,21,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,637173,705,
128,Geochem(2),,128,M05,33.60400009,-101.9039993,980.4019775,,5/7/18,18:58:05,ppm,,,<LOD,5985,,,,64731,387,,,,259647,518,,,,<LOD,208,,,,290,15,,,,14355,45,,,,698,19,,,,3260,53,,,,49,6,,,,40,7,,,,319,8,,,,16667,48,,,,<LOD,46,,,,12,2,,,,16,1,,,,42,1,,,,7,1,,,,<LOD,1,,,,64,1,,,,67,1,,,,19,1,,,,392,1,,,,13,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,16,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,639285,694,
129,Geochem(2),,129,M06,33.60400009,-101.9039993,982.4060059,,5/7/18,19:00:00,ppm,,,<LOD,6345,,,,62703,387,,,,242654,505,,,,<LOD,224,,,,385,15,,,,14092,45,,,,3387,23,,,,3527,54,,,,56,6,,,,48,8,,,,337,9,,,,19916,55,,,,<LOD,51,,,,14,3,,,,18,2,,,,66,1,,,,8,1,,,,<LOD,1,,,,75,1,,,,87,1,,,,20,1,,,,360,1,,,,15,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,<LOD,7,,,,23,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,652201,695,
130,Geochem(2),,130,M07,33.60400009,-101.9039993,983.4310303,,5/7/18,19:01:59,ppm,,,<LOD,9764,,,,67241,405,,,,267009,545,,,,<LOD,213,,,,331,16,,,,16614,51,,,,1642,22,,,,3914,58,,,,60,6,,,,31,8,,,,343,9,,,,20004,56,,,,<LOD,52,,,,18,3,,,,23,2,,,,54,1,,,,10,1,,,,<LOD,1,,,,78,1,,,,84,1,,,,23,1,,,,474,2,,,,18,1,,,,5,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,22,1,,,,<LOD,13,,,,16,2,,,,<LOD,6,,,,621987,738,
131,Geochem(2),,131,M08,33.60400009,-101.9039993,982.8640137,,5/7/18,19:03:58,ppm,,,<LOD,5651,,,,65311,380,,,,263433,514,,,,<LOD,203,,,,388,15,,,,15265,46,,,,1569,20,,,,3978,55,,,,64,6,,,,39,7,,,,356,9,,,,19442,52,,,,<LOD,49,,,,14,2,,,,21,2,,,,55,1,,,,8,1,,,,<LOD,1,,,,76,1,,,,86,1,,,,22,1,,,,446,2,,,,17,1,,,,3,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,<LOD,7,,,,31,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,629367,694,
132,Geochem(2),,132,M09,33.60400009,-101.9039993,981.8900146,,5/7/18,19:05:58,ppm,,,<LOD,5315,,,,65541,372,,,,278340,517,,,,<LOD,185,,,,308,14,,,,15594,45,,,,2151,21,,,,3615,53,,,,61,6,,,,33,7,,,,307,8,,,,16971,47,,,,<LOD,45,,,,17,2,,,,20,1,,,,42,1,,,,7,1,,,,<LOD,1,,,,63,1,,,,71,1,,,,21,1,,,,390,1,,,,13,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,16,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,616409,685,
133,Geochem(2),,133,M10,33.60400009,-101.9039993,982.9039917,,5/7/18,19:07:49,ppm,,,<LOD,5767,,,,61318,371,,,,257679,506,,,,<LOD,213,,,,597,15,,,,14505,44,,,,2439,21,,,,3589,53,,,,58,6,,,,42,7,,,,295,8,,,,16941,47,,,,<LOD,45,,,,16,2,,,,15,1,,,,45,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,78,1,,,,21,1,,,,401,1,,,,14,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,20,1,,,,<LOD,12,,,,11,2,,,,3,1,,,,641837,678,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
