Reading #,Method Name,User Factor Name,Test Label,Grid ID,Latitude,Longitude,Elevation,Pseudo Element Config Name,Date,Time, Units,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error 1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error 1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error 1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error 1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error 1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error 1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error 1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error 1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error 1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error 1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error 1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error 1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error 1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error 1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error 1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error 1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error 1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error 1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error 1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error 1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error 1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error 1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error 1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error 1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error 1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error 1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error 1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error 1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error 1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error 1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error 1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error 1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error 1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error 1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error 1s,info
33,Geochem(2),,33,D01,33.604599,-101.8990021,974.7260132,,5/4/18,14:19:57,ppm,,,<LOD,5943,,,,56799,364,,,,235321,491,,,,<LOD,235,,,,147,14,,,,13049,42,,,,11809,35,,,,3442,53,,,,68,6,,,,50,8,,,,1087,13,,,,21806,58,,,,<LOD,53,,,,20,3,,,,22,2,,,,62,1,,,,8,1,,,,<LOD,1,,,,71,1,,,,102,1,,,,23,1,,,,260,1,,,,14,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,18,1,,,,<LOD,12,,,,12,2,,,,3,1,,,,655802,687,
34,Geochem(2),,34,F,33.604599,-101.8990021,976.3040161,,5/4/18,14:21:58,ppm,,,<LOD,15385,,,,40113,386,,,,189253,510,,,,151,31,,,,149,18,,,,12606,48,,,,15399,49,,,,3613,61,,,,65,7,,,,50,9,,,,323,10,,,,22807,72,,,,<LOD,63,,,,20,3,,,,23,2,,,,65,2,,,,7,1,,,,<LOD,2,,,,82,1,,,,123,1,,,,25,1,,,,281,1,,,,19,1,,,,13,1,,,,<LOD,21,,,,<LOD,24,,,,<LOD,36,,,,<LOD,47,,,,<LOD,13,,,,<LOD,8,,,,19,1,,,,<LOD,14,,,,25,2,,,,4,1,,,,714767,737,
35,Geochem(2),,35,D02,33.604599,-101.8990021,977.1859741,,5/4/18,14:24:20,ppm,,,<LOD,11229,,,,57238,388,,,,239470,524,,,,<LOD,248,,,,86,15,,,,14431,47,,,,6569,29,,,,3516,56,,,,53,6,,,,38,8,,,,183,8,,,,20693,59,,,,<LOD,54,,,,18,3,,,,20,2,,,,60,1,,,,6,1,,,,<LOD,1,,,,73,1,,,,96,1,,,,22,1,,,,310,1,,,,16,1,,,,9,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,33,,,,<LOD,43,,,,7,2,,,,<LOD,7,,,,11,1,,,,<LOD,13,,,,15,2,,,,<LOD,6,,,,657062,722,
36,Geochem(2),,36,D03,33.604599,-101.8990021,978.6079712,,5/4/18,14:26:25,ppm,,,<LOD,4808,,,,63721,357,,,,275914,508,,,,<LOD,191,,,,113,13,,,,14679,43,,,,11268,34,,,,3636,53,,,,64,6,,,,51,8,,,,168,7,,,,20150,52,,,,<LOD,49,,,,17,2,,,,19,1,,,,57,1,,,,5,0,,,,<LOD,1,,,,71,1,,,,103,1,,,,22,1,,,,342,1,,,,14,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,38,,,,<LOD,10,,,,<LOD,7,,,,11,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,609562,685,
37,Geochem(2),,37,D04,33.60469818,-101.8990021,974.8759766,,5/4/18,14:28:25,ppm,,,<LOD,5384,,,,60809,365,,,,266367,520,,,,<LOD,205,,,,101,13,,,,15383,46,,,,4614,25,,,,3825,55,,,,91,6,,,,66,8,,,,1363,15,,,,24516,62,,,,<LOD,56,,,,36,3,,,,23,2,,,,64,1,,,,11,1,,,,<LOD,1,,,,80,1,,,,114,1,,,,32,1,,,,288,1,,,,16,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,<LOD,7,,,,22,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,622164,704,
38,Geochem(2),,38,D05,33.604599,-101.8990021,973.8289795,,5/4/18,14:30:39,ppm,,,5180,1100,,,,66065,382,,,,229254,529,,,,2773,39,,,,448,14,,,,14690,47,,,,27058,67,,,,3374,53,,,,63,6,,,,56,8,,,,173,7,,,,23394,65,,,,<LOD,55,,,,25,3,,,,27,2,,,,72,2,,,,7,1,,,,<LOD,1,,,,80,1,,,,111,1,,,,26,1,,,,294,1,,,,15,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,3,1,,,,13,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,626779,986,
39,Geochem(2),,39,D06,33.60469818,-101.8990021,975.8040161,,5/4/18,14:33:44,ppm,,,<LOD,6075,,,,56330,382,,,,222553,496,,,,1742,38,,,,2758,23,,,,13537,45,,,,25595,63,,,,5926,69,,,,601,10,,,,<LOD,46,,,,659,12,,,,22092,62,,,,<LOD,56,,,,29,3,,,,22,2,,,,65,2,,,,7,1,,,,<LOD,1,,,,75,1,,,,154,1,,,,32,1,,,,248,1,,,,17,1,,,,9,1,,,,<LOD,19,,,,<LOD,22,,,,<LOD,33,,,,<LOD,43,,,,<LOD,11,,,,<LOD,7,,,,13,1,,,,<LOD,13,,,,20,2,,,,<LOD,6,,,,647515,736,
40,Geochem(2),,40,D07,33.604599,-101.8990021,978.2990112,,5/4/18,14:36:06,ppm,,,<LOD,9527,,,,56542,374,,,,241887,514,,,,128,30,,,,96,15,,,,12822,43,,,,23410,57,,,,3625,57,,,,75,6,,,,49,8,,,,637,11,,,,20060,57,,,,<LOD,53,,,,27,3,,,,23,2,,,,62,1,,,,7,1,,,,<LOD,1,,,,76,1,,,,116,1,,,,28,1,,,,268,1,,,,16,1,,,,5,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,33,,,,<LOD,43,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,13,,,,9,2,,,,3,1,,,,640014,726,
41,Geochem(2),,41,D08,33.604599,-101.8990021,975.4210205,,5/4/18,14:38:22,ppm,,,4126,1042,,,,76370,397,,,,258217,560,,,,870,31,,,,326,14,,,,15880,49,,,,12234,38,,,,3434,53,,,,68,6,,,,49,8,,,,195,7,,,,22228,61,,,,<LOD,52,,,,21,3,,,,20,2,,,,67,1,,,,5,1,,,,<LOD,1,,,,75,1,,,,96,1,,,,23,1,,,,285,1,,,,15,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,6,,,,13,1,,,,<LOD,12,,,,11,2,,,,3,1,,,,605368,945,
42,Geochem(2),,42,D09,33.604599,-101.8990021,979.1519775,,5/4/18,14:41:02,ppm,,,<LOD,5911,,,,57185,355,,,,237851,502,,,,84,25,,,,94,13,,,,14162,44,,,,3021,22,,,,3553,52,,,,57,6,,,,41,7,,,,334,8,,,,19067,53,,,,<LOD,52,,,,24,2,,,,19,1,,,,55,1,,,,6,1,,,,<LOD,1,,,,71,1,,,,94,1,,,,21,1,,,,258,1,,,,14,1,,,,5,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,3,1,,,,12,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,663954,687,
43,Geochem(2),,43,D10,33.604599,-101.8990021,976.4970093,,5/4/18,14:43:15,ppm,,,<LOD,6684,,,,55050,388,,,,232557,526,,,,548,33,,,,172,16,,,,13277,46,,,,18107,50,,,,3190,56,,,,60,6,,,,49,8,,,,305,9,,,,21933,63,,,,<LOD,57,,,,24,3,,,,22,2,,,,57,1,,,,6,1,,,,<LOD,1,,,,72,1,,,,102,1,,,,27,1,,,,266,1,,,,17,1,,,,11,1,,,,<LOD,20,,,,<LOD,22,,,,<LOD,34,,,,<LOD,44,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,13,,,,19,2,,,,<LOD,6,,,,654115,744,
44,Geochem(2),,44,E01,33.604599,-101.8990021,975.5410156,,5/4/18,14:45:49,ppm,,,<LOD,4808,,,,62354,354,,,,283192,518,,,,<LOD,174,,,,<LOD,100,,,,15170,44,,,,2038,21,,,,3823,53,,,,73,6,,,,38,7,,,,659,11,,,,23420,57,,,,<LOD,52,,,,13,2,,,,19,1,,,,61,1,,,,10,1,,,,<LOD,1,,,,80,1,,,,109,1,,,,20,1,,,,275,1,,,,14,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,22,1,,,,<LOD,11,,,,9,2,,,,<LOD,6,,,,608602,686,
45,Geochem(2),,45,E02,33.604599,-101.8990021,973.9489746,,5/4/18,14:48:00,ppm,,,<LOD,4509,,,,72457,366,,,,287555,509,,,,<LOD,173,,,,146,13,,,,16139,45,,,,8400,30,,,,3474,52,,,,72,6,,,,35,7,,,,153,7,,,,23039,56,,,,<LOD,52,,,,15,2,,,,25,2,,,,74,1,,,,5,0,,,,<LOD,1,,,,83,1,,,,108,1,,,,21,1,,,,276,1,,,,15,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,4,1,,,,10,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,587883,690,
46,Geochem(2),,46,E03,33.604599,-101.8990021,978.1959839,,5/4/18,14:50:37,ppm,,,<LOD,5008,,,,60692,362,,,,262399,510,,,,<LOD,176,,,,154,14,,,,15047,45,,,,20282,49,,,,3427,54,,,,65,6,,,,54,8,,,,449,10,,,,19520,53,,,,<LOD,50,,,,15,3,,,,23,2,,,,64,1,,,,6,1,,,,<LOD,1,,,,78,1,,,,115,1,,,,24,1,,,,278,1,,,,16,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,4,1,,,,25,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,617247,706,
47,Geochem(2),,47,E04,33.604599,-101.8990021,978.697998,,5/4/18,14:53:23,ppm,,,<LOD,9127,,,,56270,355,,,,258397,510,,,,193,28,,,,78,14,,,,12613,41,,,,12910,37,,,,2845,50,,,,51,6,,,,38,8,,,,140,7,,,,16502,47,,,,<LOD,46,,,,17,3,,,,20,2,,,,50,1,,,,3,0,,,,<LOD,1,,,,60,1,,,,84,1,,,,16,1,,,,261,1,,,,13,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,41,,,,<LOD,10,,,,<LOD,7,,,,10,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,639412,684,
48,Geochem(2),,48,E05,33.60449982,-101.8990021,976.617981,,5/4/18,14:55:31,ppm,,,<LOD,4778,,,,62374,347,,,,278440,505,,,,<LOD,178,,,,67,12,,,,13402,41,,,,4861,24,,,,3517,51,,,,74,6,,,,37,7,,,,236,7,,,,19468,50,,,,<LOD,47,,,,15,2,,,,20,1,,,,65,1,,,,4,0,,,,<LOD,1,,,,75,1,,,,97,1,,,,19,1,,,,254,1,,,,14,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,3,1,,,,10,1,,,,<LOD,11,,,,5,2,,,,<LOD,5,,,,616946,667,
49,Geochem(2),,49,E06,33.60469818,-101.8990021,,,5/4/18,15:00:30,ppm,,,<LOD,7647,,,,59544,345,,,,281429,513,,,,1358,34,,,,122,13,,,,14416,43,,,,16269,41,,,,3669,53,,,,83,6,,,,61,8,,,,1322,14,,,,20256,52,,,,<LOD,50,,,,22,3,,,,22,2,,,,59,1,,,,9,1,,,,<LOD,1,,,,75,1,,,,112,1,,,,27,1,,,,262,1,,,,15,1,,,,4,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,19,1,,,,<LOD,12,,,,10,2,,,,2,1,,,,600833,691,
50,Geochem(2),,50,E07,33.604599,-101.8990021,976.3939819,,5/4/18,15:05:52,ppm,,,<LOD,5174,,,,59316,362,,,,283449,544,,,,<LOD,193,,,,115,14,,,,15554,47,,,,2735,23,,,,3631,55,,,,81,6,,,,57,8,,,,1013,13,,,,23376,60,,,,<LOD,55,,,,28,3,,,,25,2,,,,59,1,,,,9,1,,,,<LOD,1,,,,79,1,,,,108,1,,,,24,1,,,,272,1,,,,17,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,610017,717,
51,Geochem(2),,51,E08,33.60480118,-101.8990021,980.085022,,5/4/18,15:08:11,ppm,,,<LOD,4779,,,,70315,370,,,,278939,514,,,,122,27,,,,159,13,,,,15830,46,,,,5584,26,,,,3715,54,,,,63,6,,,,59,8,,,,299,8,,,,23141,57,,,,<LOD,53,,,,20,3,,,,19,2,,,,69,1,,,,5,0,,,,<LOD,1,,,,79,1,,,,101,1,,,,21,1,,,,258,1,,,,15,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,19,5,,,,<LOD,39,,,,7,2,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,11,2,,,,2,1,,,,601134,698,
52,Geochem(2),,52,E09,33.60440063,-101.8990021,982.6829834,,5/4/18,15:10:34,ppm,,,<LOD,5069,,,,57536,353,,,,281682,535,,,,<LOD,190,,,,58,13,,,,14482,44,,,,3784,24,,,,3527,54,,,,62,6,,,,40,8,,,,296,8,,,,22411,58,,,,<LOD,53,,,,12,3,,,,19,2,,,,59,1,,,,6,1,,,,<LOD,1,,,,74,1,,,,99,1,,,,19,1,,,,257,1,,,,15,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,16,1,,,,<LOD,12,,,,15,2,,,,<LOD,6,,,,615528,702,
53,Geochem(2),,53,E10,33.604599,-101.8990021,,,5/4/18,15:13:35,ppm,,,<LOD,5834,,,,46631,358,,,,157000,400,,,,15905,80,,,,3006,23,,,,9859,38,,,,60107,135,,,,10213,91,,,,1644,16,,,,<LOD,60,,,,442,11,,,,18355,58,,,,<LOD,53,,,,38,3,,,,24,2,,,,72,2,,,,6,1,,,,<LOD,2,,,,71,1,,,,254,1,,,,80,1,,,,261,1,,,,16,1,,,,11,1,,,,<LOD,20,,,,<LOD,23,,,,<LOD,35,,,,<LOD,46,,,,<LOD,12,,,,<LOD,8,,,,13,1,,,,<LOD,14,,,,21,2,,,,4,1,,,,675967,729,
54,Geochem(2),,54,F01,33.604599,-101.8990021,978.8309937,,5/4/18,15:19:19,ppm,,,<LOD,10412,,,,54575,379,,,,246506,538,,,,<LOD,247,,,,122,16,,,,14837,49,,,,16185,46,,,,3668,59,,,,66,6,,,,46,8,,,,403,10,,,,22720,64,,,,<LOD,58,,,,21,3,,,,23,2,,,,70,2,,,,7,1,,,,<LOD,1,,,,85,1,,,,126,1,,,,27,1,,,,252,1,,,,21,1,,,,10,1,,,,<LOD,19,,,,<LOD,22,,,,<LOD,33,,,,<LOD,43,,,,<LOD,12,,,,3,1,,,,18,1,,,,<LOD,13,,,,22,2,,,,3,1,,,,640185,748,
55,Geochem(2),,55,F02,33.60449982,-101.8990021,978.9039917,,5/4/18,15:21:34,ppm,,,<LOD,5191,,,,62626,369,,,,265169,520,,,,619,31,,,,143,14,,,,14166,44,,,,12194,37,,,,3530,55,,,,71,6,,,,57,8,,,,248,8,,,,21450,57,,,,<LOD,53,,,,16,3,,,,20,2,,,,67,1,,,,5,1,,,,<LOD,1,,,,82,1,,,,115,1,,,,27,1,,,,254,1,,,,17,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,619094,712,
56,Geochem(2),,56,F03,33.604599,-101.8990021,979.0930176,,5/4/18,15:23:48,ppm,,,<LOD,10422,,,,45668,356,,,,182078,445,,,,745,33,,,,470,16,,,,11201,40,,,,46682,106,,,,3147,55,,,,62,6,,,,45,8,,,,360,10,,,,22754,66,,,,<LOD,59,,,,18,3,,,,32,2,,,,71,2,,,,8,1,,,,<LOD,2,,,,81,1,,,,132,1,,,,23,1,,,,228,1,,,,17,1,,,,6,1,,,,<LOD,20,,,,<LOD,22,,,,<LOD,34,,,,<LOD,44,,,,<LOD,12,,,,<LOD,8,,,,15,1,,,,<LOD,13,,,,17,2,,,,<LOD,6,,,,686141,707,
57,Geochem(2),,57,F04,33.604599,-101.8990021,977.4630127,,5/4/18,15:26:23,ppm,,,<LOD,11129,,,,48600,365,,,,208734,489,,,,356,31,,,,321,16,,,,12929,45,,,,26729,66,,,,3390,57,,,,67,6,,,,44,8,,,,255,9,,,,21311,62,,,,<LOD,56,,,,24,3,,,,29,2,,,,69,2,,,,6,1,,,,<LOD,2,,,,85,1,,,,134,1,,,,24,1,,,,264,1,,,,20,1,,,,8,1,,,,<LOD,19,,,,<LOD,22,,,,<LOD,34,,,,<LOD,44,,,,9,2,,,,<LOD,8,,,,14,1,,,,<LOD,13,,,,17,2,,,,<LOD,6,,,,676562,717,
58,Geochem(2),,58,F05,33.604599,-101.8990021,978.0159912,,5/4/18,15:28:46,ppm,,,<LOD,10103,,,,55890,373,,,,245267,526,,,,690,32,,,,114,15,,,,13898,46,,,,14802,43,,,,3914,58,,,,70,6,,,,55,8,,,,460,10,,,,24466,66,,,,<LOD,59,,,,16,3,,,,22,2,,,,73,2,,,,6,1,,,,<LOD,1,,,,88,1,,,,125,1,,,,25,1,,,,287,1,,,,17,1,,,,5,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,12,,,,<LOD,7,,,,19,1,,,,<LOD,13,,,,14,2,,,,<LOD,6,,,,639677,735,
59,Geochem(2),,59,F06,33.604599,-101.8990021,977.6729736,,5/4/18,15:31:28,ppm,,,<LOD,5521,,,,30395,320,,,,109764,326,,,,735,35,,,,541,15,,,,9090,35,,,,103939,243,,,,2666,56,,,,63,7,,,,36,9,,,,218,9,,,,20110,65,,,,<LOD,60,,,,19,3,,,,26,2,,,,76,2,,,,6,1,,,,<LOD,2,,,,89,1,,,,153,1,,,,26,1,,,,222,1,,,,20,1,,,,10,1,,,,<LOD,21,,,,<LOD,24,,,,<LOD,37,,,,<LOD,48,,,,<LOD,13,,,,4,1,,,,16,1,,,,<LOD,14,,,,22,2,,,,<LOD,7,,,,721756,688,
60,Geochem(2),,60,F07,33.604599,-101.8990021,976.8579712,,5/4/18,15:35:19,ppm,,,<LOD,5613,,,,51329,353,,,,227713,486,,,,5785,51,,,,259,15,,,,12227,41,,,,26392,62,,,,3646,56,,,,97,6,,,,46,8,,,,422,10,,,,18240,53,,,,<LOD,50,,,,22,3,,,,20,2,,,,59,1,,,,5,1,,,,<LOD,1,,,,77,1,,,,118,1,,,,36,1,,,,262,1,,,,18,1,,,,7,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,15,1,,,,<LOD,13,,,,13,2,,,,<LOD,6,,,,653192,699,
61,Geochem(2),,61,F08,33.604599,-101.8990021,977.934021,,5/4/18,15:37:57,ppm,,,<LOD,5618,,,,51857,347,,,,228747,480,,,,<LOD,227,,,,126,13,,,,12592,41,,,,21075,51,,,,3625,54,,,,83,6,,,,37,8,,,,203,7,,,,21741,58,,,,<LOD,53,,,,15,3,,,,23,2,,,,71,2,,,,5,1,,,,<LOD,1,,,,84,1,,,,115,1,,,,22,1,,,,243,1,,,,16,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,659290,680,
62,Geochem(2),,62,F09,33.604599,-101.8990021,977.9169922,,5/4/18,15:40:18,ppm,,,<LOD,6066,,,,60583,384,,,,245282,522,,,,<LOD,232,,,,176,15,,,,15542,49,,,,10497,35,,,,3960,58,,,,68,6,,,,52,8,,,,241,8,,,,25351,67,,,,<LOD,60,,,,20,3,,,,24,2,,,,83,2,,,,6,1,,,,<LOD,1,,,,95,1,,,,125,1,,,,24,1,,,,269,1,,,,21,1,,,,6,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,3,1,,,,17,1,,,,<LOD,13,,,,16,2,,,,<LOD,6,,,,637540,734,
63,Geochem(2),,63,F10,33.60480118,-101.8990021,976.2789917,,5/4/18,15:42:36,ppm,,,<LOD,5454,,,,57966,365,,,,255612,519,,,,373,30,,,,154,14,,,,14527,45,,,,13766,39,,,,3640,55,,,,72,6,,,,55,8,,,,220,8,,,,24575,64,,,,<LOD,57,,,,17,3,,,,21,2,,,,74,2,,,,6,1,,,,<LOD,1,,,,87,1,,,,116,1,,,,29,1,,,,293,1,,,,19,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,18,1,,,,<LOD,12,,,,15,2,,,,<LOD,6,,,,628339,718,
64,Geochem(2),,64,G01,33.604599,-101.8990021,978.5089722,,5/4/18,15:45:07,ppm,,,<LOD,13218,,,,49336,420,,,,198765,529,,,,558,38,,,,280,19,,,,12703,50,,,,35541,94,,,,3428,64,,,,70,7,,,,34,9,,,,244,9,,,,20481,68,,,,<LOD,63,,,,32,3,,,,22,2,,,,72,2,,,,6,1,,,,<LOD,2,,,,89,1,,,,126,1,,,,24,1,,,,242,1,,,,22,1,,,,15,1,,,,<LOD,22,,,,<LOD,25,,,,<LOD,39,,,,<LOD,50,,,,<LOD,13,,,,<LOD,9,,,,16,1,,,,<LOD,15,,,,24,2,,,,<LOD,7,,,,677869,804,
65,Geochem(2),,65,G02,33.604599,-101.8990021,977.7449951,,5/4/18,15:47:10,ppm,,,<LOD,4796,,,,57907,346,,,,218653,445,,,,3034,39,,,,412,14,,,,12798,39,,,,35108,73,,,,3611,53,,,,74,6,,,,66,8,,,,264,8,,,,24382,61,,,,<LOD,55,,,,22,3,,,,21,2,,,,80,2,,,,6,1,,,,<LOD,1,,,,92,1,,,,129,1,,,,30,1,,,,261,1,,,,18,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,3,1,,,,18,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,643000,675,
66,Geochem(2),,66,G03,33.604599,-101.8990021,979.3920288,,5/4/18,15:53:43,ppm,,,<LOD,5477,,,,62071,375,,,,219093,473,,,,799,31,,,,180,14,,,,12854,42,,,,27435,63,,,,3537,54,,,,102,6,,,,50,8,,,,1006,13,,,,30397,76,,,,<LOD,64,,,,23,3,,,,22,2,,,,76,2,,,,12,1,,,,<LOD,1,,,,83,1,,,,120,1,,,,21,1,,,,253,1,,,,16,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,41,,,,<LOD,11,,,,4,1,,,,41,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,641791,720,
67,Geochem(2),,67,F,33.60469818,-101.8990021,976.0289917,,5/4/18,15:55:57,ppm,,,<LOD,5199,,,,64498,374,,,,285056,545,,,,<LOD,195,,,,285,15,,,,16081,48,,,,2875,23,,,,4014,57,,,,65,6,,,,49,8,,,,318,9,,,,26009,65,,,,<LOD,58,,,,17,3,,,,20,2,,,,67,2,,,,8,1,,,,<LOD,1,,,,87,1,,,,110,1,,,,17,1,,,,281,1,,,,18,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,18,1,,,,<LOD,12,,,,14,2,,,,<LOD,6,,,,600088,729,
68,Geochem(2),,68,G04,33.604599,-101.8990021,976.1790161,,5/4/18,15:58:23,ppm,,,<LOD,5613,,,,58883,366,,,,236898,496,,,,<LOD,190,,,,165,14,,,,14362,44,,,,12980,38,,,,3917,55,,,,74,6,,,,48,8,,,,521,10,,,,31612,77,,,,<LOD,65,,,,21,3,,,,25,2,,,,81,2,,,,10,1,,,,<LOD,1,,,,98,1,,,,134,1,,,,24,1,,,,245,1,,,,20,1,,,,5,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,<LOD,7,,,,31,1,,,,<LOD,12,,,,15,2,,,,<LOD,6,,,,639833,712,
69,Geochem(2),,69,G05,33.604599,-101.8990021,977.3120117,,5/4/18,16:01:26,ppm,,,<LOD,4726,,,,56890,352,,,,258694,505,,,,<LOD,210,,,,157,14,,,,14753,44,,,,30499,66,,,,3811,57,,,,69,6,,,,42,8,,,,152,7,,,,18362,51,,,,<LOD,49,,,,14,3,,,,24,2,,,,63,1,,,,4,1,,,,<LOD,1,,,,84,1,,,,125,1,,,,21,1,,,,304,1,,,,18,1,,,,6,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,8,2,,,,<LOD,7,,,,13,1,,,,<LOD,13,,,,14,2,,,,<LOD,6,,,,615872,708,
