Reading #,Method Name,User Factor Name,Test Label,Grid ID,Latitude,Longitude,Elevation,Pseudo Element Config Name,Date,Time, Units,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error 1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error 1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error 1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error 1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error 1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error 1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error 1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error 1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error 1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error 1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error 1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error 1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error 1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error 1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error 1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error 1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error 1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error 1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error 1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error 1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error 1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error 1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error 1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error 1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error 1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error 1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error 1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error 1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error 1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error 1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error 1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error 1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error 1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error 1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error 1s,info
107,Geochem(2),,107,J04,33.604599,-101.8990021,982.5300293,,5/4/18,18:03:03,ppm,,,<LOD,5101,,,,66554,373,,,,270458,516,,,,<LOD,185,,,,128,13,,,,15528,46,,,,6207,27,,,,3839,55,,,,67,6,,,,51,8,,,,426,9,,,,23479,59,,,,<LOD,54,,,,21,3,,,,23,2,,,,66,1,,,,6,1,,,,<LOD,1,,,,90,1,,,,105,1,,,,25,1,,,,273,1,,,,18,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,20,,,,21,5,,,,<LOD,39,,,,<LOD,10,,,,3,1,,,,18,1,,,,<LOD,12,,,,14,2,,,,2,1,,,,612578,703,
108,Geochem(2),,108,J05,33.604599,-101.8990021,981.8289795,,5/4/18,18:05:58,ppm,,,<LOD,5092,,,,68916,374,,,,271778,511,,,,<LOD,181,,,,222,14,,,,15121,45,,,,5290,25,,,,3908,54,,,,64,6,,,,46,8,,,,448,9,,,,23493,58,,,,<LOD,54,,,,24,3,,,,22,2,,,,64,1,,,,8,1,,,,<LOD,1,,,,88,1,,,,95,1,,,,25,1,,,,294,1,,,,16,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,9,2,,,,3,1,,,,17,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,610037,698,
109,Geochem(2),,109,J06,33.604599,-101.8990021,980.5560303,,5/4/18,18:08:56,ppm,,,<LOD,5874,,,,65681,390,,,,255246,522,,,,<LOD,208,,,,271,15,,,,15399,47,,,,5527,27,,,,3892,57,,,,78,6,,,,51,8,,,,436,10,,,,24654,64,,,,<LOD,58,,,,19,3,,,,26,2,,,,67,2,,,,7,1,,,,<LOD,1,,,,94,1,,,,104,1,,,,27,1,,,,265,1,,,,19,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,3,1,,,,20,1,,,,<LOD,12,,,,20,2,,,,<LOD,6,,,,628087,725,
110,Geochem(2),,110,J07,33.604599,-101.8990021,980.5560303,,5/4/18,18:11:57,ppm,,,<LOD,4914,,,,69243,373,,,,262381,498,,,,<LOD,190,,,,261,14,,,,15331,45,,,,13751,38,,,,3760,54,,,,86,6,,,,49,8,,,,411,9,,,,23180,58,,,,<LOD,53,,,,23,3,,,,28,2,,,,64,1,,,,7,1,,,,<LOD,1,,,,87,1,,,,97,1,,,,25,1,,,,277,1,,,,17,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,<LOD,7,,,,17,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,610892,698,
111,Geochem(2),,111,J08,33.604599,-101.8990021,976.6610107,,5/4/18,18:14:30,ppm,,,<LOD,4695,,,,69595,365,,,,277302,505,,,,<LOD,172,,,,167,13,,,,15683,45,,,,7556,28,,,,3880,54,,,,76,6,,,,65,8,,,,464,9,,,,23964,58,,,,<LOD,53,,,,26,3,,,,23,2,,,,68,1,,,,7,1,,,,<LOD,1,,,,91,1,,,,116,1,,,,26,1,,,,266,1,,,,16,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,4,1,,,,19,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,600576,690,
112,Geochem(2),,112,J09,33.604599,-101.8990021,977.776001,,5/4/18,18:21:35,ppm,,,<LOD,5202,,,,72199,388,,,,275791,523,,,,<LOD,183,,,,219,14,,,,16803,48,,,,3649,24,,,,3835,55,,,,71,6,,,,50,8,,,,365,9,,,,24405,61,,,,<LOD,55,,,,21,3,,,,24,2,,,,68,1,,,,7,1,,,,<LOD,1,,,,92,1,,,,97,1,,,,27,1,,,,274,1,,,,19,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,<LOD,7,,,,19,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,601948,716,
113,Geochem(2),,113,J10,33.60469818,-101.8990021,981.8469849,,5/4/18,18:23:44,ppm,,,<LOD,10286,,,,63363,395,,,,250688,529,,,,<LOD,219,,,,230,15,,,,14957,48,,,,6602,29,,,,3690,57,,,,63,6,,,,38,8,,,,397,10,,,,23332,63,,,,<LOD,57,,,,24,3,,,,23,2,,,,64,2,,,,7,1,,,,<LOD,1,,,,87,1,,,,97,1,,,,25,1,,,,262,1,,,,18,1,,,,6,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,3,1,,,,20,1,,,,<LOD,13,,,,19,2,,,,<LOD,6,,,,635984,734,
114,Geochem(2),,114,K01,33.604599,-101.8990021,984.4979858,,5/4/18,18:26:26,ppm,,,<LOD,4856,,,,69699,367,,,,284460,511,,,,<LOD,170,,,,167,13,,,,14714,43,,,,1726,21,,,,3446,51,,,,71,6,,,,30,7,,,,335,8,,,,19935,51,,,,<LOD,48,,,,21,2,,,,18,1,,,,53,1,,,,7,1,,,,<LOD,1,,,,71,1,,,,73,1,,,,21,1,,,,273,1,,,,13,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,14,1,,,,<LOD,11,,,,10,2,,,,<LOD,5,,,,604844,679,
115,Geochem(2),,115,K02,33.604599,-101.8990021,983.6690063,,5/4/18,18:29:09,ppm,,,<LOD,9429,,,,65154,379,,,,259082,513,,,,<LOD,200,,,,235,14,,,,13534,43,,,,2090,21,,,,3546,53,,,,58,6,,,,34,7,,,,324,8,,,,19740,53,,,,<LOD,50,,,,21,3,,,,20,2,,,,49,1,,,,7,1,,,,<LOD,1,,,,72,1,,,,74,1,,,,20,1,,,,293,1,,,,13,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,635606,694,
116,Geochem(2),,116,K03,33.60449982,-101.8990021,982.2150269,,5/4/18,18:31:33,ppm,,,<LOD,5231,,,,64346,363,,,,255110,490,,,,<LOD,189,,,,159,13,,,,14028,42,,,,6857,27,,,,3795,53,,,,60,6,,,,45,7,,,,365,9,,,,22340,56,,,,<LOD,51,,,,20,2,,,,22,2,,,,59,1,,,,8,1,,,,<LOD,1,,,,82,1,,,,86,1,,,,24,1,,,,295,1,,,,15,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,18,5,,,,<LOD,38,,,,<LOD,10,,,,<LOD,7,,,,15,1,,,,<LOD,11,,,,10,2,,,,<LOD,5,,,,632240,674,
117,Geochem(2),,117,K04,33.604599,-101.8990021,975.9819946,,5/4/18,18:34:44,ppm,,,<LOD,6412,,,,60921,380,,,,242192,506,,,,<LOD,217,,,,202,14,,,,13039,43,,,,2275,21,,,,3762,55,,,,61,6,,,,30,8,,,,345,9,,,,21510,58,,,,<LOD,53,,,,16,3,,,,22,2,,,,57,1,,,,7,1,,,,<LOD,1,,,,80,1,,,,82,1,,,,22,1,,,,286,1,,,,16,1,,,,4,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,40,,,,8,2,,,,<LOD,7,,,,16,1,,,,<LOD,12,,,,16,2,,,,<LOD,6,,,,655033,694,
118,Geochem(2),,118,K05,33.604599,-101.8990021,982.3010254,,5/4/18,18:37:55,ppm,,,<LOD,5489,,,,66764,381,,,,270196,523,,,,<LOD,189,,,,192,14,,,,14514,45,,,,2043,21,,,,3480,53,,,,75,6,,,,37,8,,,,354,9,,,,21374,56,,,,<LOD,52,,,,21,3,,,,22,2,,,,55,1,,,,7,1,,,,<LOD,1,,,,80,1,,,,80,1,,,,23,1,,,,285,1,,,,15,1,,,,3,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,11,,,,<LOD,7,,,,16,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,620352,704,
119,Geochem(2),,119,K06,33.604599,-101.8990021,980.5280151,,5/4/18,18:52:24,ppm,,,<LOD,5815,,,,67520,391,,,,268541,528,,,,<LOD,194,,,,190,15,,,,14782,46,,,,2407,22,,,,3558,54,,,,52,6,,,,46,8,,,,357,9,,,,20692,55,,,,<LOD,51,,,,22,3,,,,21,2,,,,52,1,,,,7,1,,,,<LOD,1,,,,78,1,,,,76,1,,,,23,1,,,,278,1,,,,15,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,17,1,,,,<LOD,12,,,,15,2,,,,<LOD,6,,,,621248,713,
120,Geochem(2),,120,K07,33.604599,-101.8990021,980.1389771,,5/4/18,18:55:35,ppm,,,<LOD,5428,,,,67108,377,,,,270209,514,,,,<LOD,189,,,,198,14,,,,13774,43,,,,1814,21,,,,3518,53,,,,64,6,,,,49,8,,,,340,8,,,,19836,52,,,,<LOD,49,,,,19,2,,,,21,2,,,,52,1,,,,7,1,,,,<LOD,1,,,,72,1,,,,74,1,,,,21,1,,,,292,1,,,,14,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,38,,,,<LOD,10,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,622490,689,
121,Geochem(2),,121,K08,33.604599,-101.8990021,982.1810303,,5/4/18,18:58:39,ppm,,,<LOD,7971,,,,68472,371,,,,268133,500,,,,<LOD,182,,,,271,14,,,,14494,43,,,,11967,35,,,,3504,52,,,,61,6,,,,38,7,,,,322,8,,,,20774,53,,,,<LOD,50,,,,22,2,,,,22,2,,,,55,1,,,,6,1,,,,<LOD,1,,,,78,1,,,,83,1,,,,22,1,,,,315,1,,,,14,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,10,2,,,,3,1,,,,611321,687,
122,Geochem(2),,122,K09,33.604599,-101.8990021,976.5490112,,5/4/18,19:01:33,ppm,,,<LOD,4727,,,,69962,364,,,,274279,494,,,,<LOD,172,,,,253,13,,,,14449,42,,,,9044,30,,,,3575,51,,,,71,6,,,,52,7,,,,355,8,,,,21536,53,,,,<LOD,50,,,,22,2,,,,21,1,,,,58,1,,,,8,1,,,,<LOD,1,,,,79,1,,,,85,1,,,,22,1,,,,279,1,,,,15,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,3,1,,,,16,1,,,,<LOD,11,,,,11,2,,,,<LOD,5,,,,605805,674,
123,Geochem(2),,123,K10,33.604599,-101.8990021,975.3900146,,5/4/18,19:05:58,ppm,,,<LOD,5761,,,,63692,380,,,,245210,499,,,,<LOD,206,,,,139,14,,,,14112,44,,,,8226,30,,,,3808,55,,,,63,6,,,,58,8,,,,397,9,,,,22068,58,,,,<LOD,53,,,,18,3,,,,22,2,,,,59,1,,,,7,1,,,,<LOD,1,,,,82,1,,,,87,1,,,,24,1,,,,296,1,,,,17,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,4,1,,,,17,1,,,,<LOD,12,,,,12,2,,,,<LOD,6,,,,641584,696,
124,Geochem(2),,124,L01,33.604599,-101.8990021,979.9589844,,5/4/18,19:08:26,ppm,,,<LOD,5460,,,,62268,369,,,,281231,530,,,,<LOD,179,,,,228,14,,,,14078,44,,,,841,20,,,,3216,52,,,,60,6,,,,26,7,,,,308,8,,,,15643,45,,,,<LOD,44,,,,19,2,,,,16,1,,,,41,1,,,,6,1,,,,<LOD,1,,,,60,1,,,,65,1,,,,19,1,,,,291,1,,,,13,1,,,,5,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,10,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,13,2,,,,3,1,,,,621539,689,
125,Geochem(2),,125,L02,33.604599,-101.8990021,985.6300049,,5/4/18,19:11:17,ppm,,,<LOD,5245,,,,64723,364,,,,277906,511,,,,<LOD,175,,,,198,13,,,,14125,42,,,,1049,19,,,,3321,51,,,,54,6,,,,45,7,,,,336,8,,,,16510,45,,,,<LOD,43,,,,14,2,,,,15,1,,,,41,1,,,,5,0,,,,<LOD,1,,,,61,1,,,,64,1,,,,18,0,,,,315,1,,,,12,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,14,1,,,,<LOD,11,,,,7,2,,,,<LOD,5,,,,621164,671,
126,Geochem(2),,126,L03,33.604599,-101.8990021,985.6300049,,5/4/18,19:14:10,ppm,,,<LOD,6123,,,,62208,383,,,,258662,523,,,,<LOD,204,,,,199,15,,,,14190,45,,,,1914,21,,,,3467,54,,,,65,6,,,,27,8,,,,320,9,,,,19051,53,,,,<LOD,50,,,,22,3,,,,18,2,,,,51,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,72,1,,,,21,1,,,,321,1,,,,14,1,,,,7,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,31,,,,<LOD,40,,,,<LOD,11,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,14,2,,,,<LOD,6,,,,639269,702,
127,Geochem(2),,127,L04,33.604599,-101.8990021,982.2630005,,5/4/18,19:16:53,ppm,,,<LOD,5568,,,,65180,378,,,,272442,523,,,,<LOD,189,,,,199,14,,,,13996,44,,,,1655,21,,,,3171,52,,,,59,6,,,,39,8,,,,317,8,,,,18579,50,,,,<LOD,48,,,,22,3,,,,18,2,,,,50,1,,,,7,1,,,,<LOD,1,,,,69,1,,,,71,1,,,,20,1,,,,308,1,,,,14,1,,,,6,1,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,623750,695,
128,Geochem(2),,128,L05,33.604599,-101.8990021,983.4210205,,5/4/18,19:20:06,ppm,,,<LOD,5078,,,,67273,369,,,,283071,516,,,,<LOD,175,,,,226,14,,,,14444,43,,,,1733,21,,,,3463,52,,,,60,6,,,,38,7,,,,346,8,,,,18642,49,,,,<LOD,47,,,,16,2,,,,19,1,,,,47,1,,,,8,1,,,,<LOD,1,,,,67,1,,,,72,1,,,,20,1,,,,311,1,,,,13,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,7,2,,,,<LOD,5,,,,610111,682,
129,Geochem(2),,129,L06,33.60449982,-101.8990021,981.2150269,,5/4/18,19:22:39,ppm,,,<LOD,4848,,,,68504,362,,,,278571,500,,,,<LOD,170,,,,256,13,,,,14549,42,,,,1542,20,,,,3545,51,,,,59,6,,,,37,7,,,,341,8,,,,18734,48,,,,<LOD,46,,,,20,2,,,,20,1,,,,48,1,,,,7,0,,,,<LOD,1,,,,68,1,,,,72,1,,,,20,1,,,,315,1,,,,14,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,28,,,,<LOD,37,,,,<LOD,10,,,,3,1,,,,13,1,,,,<LOD,11,,,,8,2,,,,<LOD,5,,,,613254,665,
130,Geochem(2),,130,L07,33.60469818,-101.8990021,978.2639771,,5/4/18,19:25:23,ppm,,,<LOD,5160,,,,69423,375,,,,278468,514,,,,<LOD,179,,,,250,14,,,,14704,44,,,,1727,21,,,,3538,52,,,,75,6,,,,34,7,,,,322,8,,,,19041,50,,,,<LOD,47,,,,24,2,,,,23,2,,,,46,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,71,1,,,,20,1,,,,308,1,,,,14,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,30,,,,<LOD,39,,,,6,2,,,,<LOD,7,,,,12,1,,,,<LOD,12,,,,9,2,,,,3,1,,,,611806,686,
131,Geochem(2),,131,L08,33.60480118,-101.8990021,976.9279785,,5/4/18,19:28:37,ppm,,,<LOD,5399,,,,65963,373,,,,272679,515,,,,<LOD,189,,,,270,14,,,,14264,43,,,,1781,21,,,,3447,52,,,,56,6,,,,32,7,,,,323,8,,,,18562,50,,,,<LOD,47,,,,20,2,,,,19,1,,,,50,1,,,,6,1,,,,<LOD,1,,,,68,1,,,,71,1,,,,22,1,,,,296,1,,,,14,1,,,,4,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,15,1,,,,<LOD,12,,,,9,2,,,,2,1,,,,622026,686,
132,Geochem(2),,132,L09,33.604599,-101.8990021,974.6359863,,5/4/18,19:31:42,ppm,,,<LOD,6191,,,,64676,395,,,,264532,538,,,,<LOD,207,,,,222,15,,,,13980,46,,,,1770,22,,,,3437,55,,,,56,6,,,,42,8,,,,294,9,,,,18117,52,,,,<LOD,49,,,,18,3,,,,16,2,,,,45,1,,,,5,1,,,,<LOD,1,,,,67,1,,,,70,1,,,,20,1,,,,288,1,,,,15,1,,,,7,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,14,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,632296,720,
133,Geochem(2),,133,L10,33.60469818,-101.8990021,975.9039917,,5/4/18,19:35:08,ppm,,,<LOD,5372,,,,66263,370,,,,268730,505,,,,<LOD,179,,,,213,13,,,,14149,43,,,,1932,20,,,,3645,53,,,,66,6,,,,25,7,,,,373,9,,,,18710,49,,,,<LOD,47,,,,19,2,,,,19,1,,,,49,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,70,1,,,,21,1,,,,300,1,,,,14,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,14,1,,,,<LOD,12,,,,10,2,,,,<LOD,6,,,,625305,676,
134,Geochem(2),,134,M01,33.604599,-101.8990021,979.5560303,,5/4/18,19:37:50,ppm,,,<LOD,7504,,,,52502,390,,,,228373,521,,,,<LOD,260,,,,417,17,,,,13147,46,,,,3782,24,,,,3342,56,,,,53,6,,,,53,8,,,,358,9,,,,17967,54,,,,<LOD,51,,,,20,3,,,,21,2,,,,62,1,,,,6,1,,,,<LOD,1,,,,68,1,,,,82,1,,,,20,1,,,,351,1,,,,16,1,,,,7,1,,,,<LOD,19,,,,<LOD,21,,,,<LOD,32,,,,<LOD,42,,,,<LOD,11,,,,<LOD,7,,,,21,1,,,,<LOD,13,,,,16,2,,,,3,1,,,,679310,710,
135,Geochem(2),,135,M02,33.60469818,-101.8990021,980.4320068,,5/4/18,19:41:30,ppm,,,3694,826,,,,64249,347,,,,227123,468,,,,<LOD,178,,,,178,11,,,,10704,34,,,,3763,20,,,,3377,47,,,,70,5,,,,46,6,,,,376,8,,,,17850,47,,,,<LOD,43,,,,41,2,,,,18,1,,,,57,1,,,,7,0,,,,<LOD,1,,,,74,1,,,,84,1,,,,20,0,,,,394,1,,,,6,1,,,,<LOD,4,,,,<LOD,16,,,,<LOD,18,,,,14,5,,,,<LOD,35,,,,<LOD,9,,,,<LOD,6,,,,18,1,,,,24,2,,,,<LOD,8,,,,<LOD,5,,,,667811,818,
136,Geochem(2),,136,M03,33.604599,-101.8990021,979.473999,,5/4/18,19:44:00,ppm,,,<LOD,4580,,,,65509,345,,,,259231,465,,,,<LOD,172,,,,212,12,,,,12452,37,,,,5198,23,,,,3605,49,,,,54,5,,,,60,7,,,,357,8,,,,17743,45,,,,<LOD,43,,,,19,2,,,,15,1,,,,56,1,,,,7,1,,,,<LOD,1,,,,69,1,,,,81,1,,,,20,0,,,,331,1,,,,9,1,,,,<LOD,4,,,,<LOD,16,,,,<LOD,18,,,,<LOD,27,,,,<LOD,35,,,,<LOD,9,,,,3,1,,,,19,1,,,,14,2,,,,<LOD,9,,,,<LOD,5,,,,634936,629,
137,Geochem(2),,137,M04,33.604599,-101.8990021,980.0280151,,5/4/18,19:46:50,ppm,,,3111,964,,,,63252,354,,,,256696,529,,,,<LOD,187,,,,460,13,,,,15490,45,,,,10045,32,,,,3719,51,,,,59,5,,,,38,7,,,,386,8,,,,19503,52,,,,<LOD,46,,,,13,2,,,,19,1,,,,68,1,,,,6,1,,,,<LOD,1,,,,74,1,,,,93,1,,,,21,1,,,,377,1,,,,13,1,,,,<LOD,5,,,,<LOD,16,,,,<LOD,18,,,,<LOD,27,,,,<LOD,35,,,,<LOD,10,,,,<LOD,6,,,,21,1,,,,<LOD,11,,,,5,2,,,,3,1,,,,626528,885,
138,Geochem(2),,138,M05,33.604599,-101.8990021,977.6040039,,5/4/18,19:49:37,ppm,,,<LOD,5556,,,,67767,385,,,,270308,519,,,,<LOD,189,,,,276,14,,,,16075,47,,,,1882,21,,,,3769,55,,,,69,6,,,,37,8,,,,349,9,,,,18633,51,,,,<LOD,48,,,,15,2,,,,19,2,,,,51,1,,,,7,1,,,,<LOD,1,,,,68,1,,,,75,1,,,,21,1,,,,371,1,,,,14,1,,,,<LOD,5,,,,<LOD,18,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,17,1,,,,<LOD,12,,,,9,2,,,,<LOD,6,,,,620169,699,
139,Geochem(2),,139,M06,33.604599,-101.8990021,977.5139771,,5/4/18,19:52:01,ppm,,,<LOD,5054,,,,69342,372,,,,274581,505,,,,<LOD,176,,,,286,14,,,,15547,44,,,,3686,23,,,,3794,53,,,,74,6,,,,46,7,,,,382,9,,,,19671,51,,,,<LOD,48,,,,14,2,,,,18,1,,,,54,1,,,,7,1,,,,<LOD,1,,,,73,1,,,,84,1,,,,22,1,,,,374,1,,,,13,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,38,,,,<LOD,10,,,,<LOD,6,,,,18,1,,,,<LOD,12,,,,8,2,,,,<LOD,6,,,,611904,680,
140,Geochem(2),,140,M07,33.604599,-101.8990021,977.2529907,,5/4/18,19:54:35,ppm,,,<LOD,10532,,,,60729,398,,,,245727,527,,,,<LOD,228,,,,300,16,,,,16907,51,,,,3596,24,,,,3920,58,,,,72,6,,,,36,8,,,,412,10,,,,21490,60,,,,<LOD,55,,,,18,3,,,,18,2,,,,64,1,,,,8,1,,,,<LOD,1,,,,81,1,,,,89,1,,,,25,1,,,,362,1,,,,17,1,,,,7,1,,,,<LOD,18,,,,<LOD,21,,,,<LOD,32,,,,<LOD,41,,,,<LOD,11,,,,<LOD,7,,,,26,1,,,,<LOD,13,,,,17,2,,,,4,1,,,,646076,728,
141,Geochem(2),,141,M08,33.604599,-101.8990021,978.9130249,,5/4/18,19:57:09,ppm,,,<LOD,5918,,,,64350,385,,,,252940,508,,,,<LOD,200,,,,289,14,,,,17177,49,,,,2142,21,,,,3971,55,,,,53,6,,,,42,8,,,,429,9,,,,22117,58,,,,<LOD,53,,,,19,3,,,,24,2,,,,64,1,,,,9,1,,,,<LOD,1,,,,82,1,,,,87,1,,,,26,1,,,,329,1,,,,16,1,,,,4,1,,,,<LOD,17,,,,<LOD,20,,,,<LOD,30,,,,<LOD,39,,,,<LOD,10,,,,<LOD,7,,,,27,1,,,,<LOD,12,,,,13,2,,,,<LOD,6,,,,635788,699,
142,Geochem(2),,142,M09,33.604599,-101.8990021,980.1610107,,5/4/18,19:59:24,ppm,,,4970,1062,,,,72483,392,,,,269689,578,,,,<LOD,182,,,,380,14,,,,17321,51,,,,2224,22,,,,3927,54,,,,61,6,,,,36,7,,,,466,9,,,,23244,62,,,,<LOD,53,,,,21,2,,,,17,1,,,,68,1,,,,9,1,,,,<LOD,1,,,,84,1,,,,92,1,,,,26,1,,,,325,1,,,,15,1,,,,<LOD,5,,,,<LOD,17,,,,<LOD,19,,,,<LOD,29,,,,<LOD,37,,,,<LOD,10,,,,3,1,,,,24,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,604501,948,
143,Geochem(2),,143,M10,33.604599,-101.8990021,981.9190063,,5/4/18,20:01:52,ppm,,,3785,1124,,,,65664,389,,,,254092,575,,,,<LOD,201,,,,330,14,,,,16232,50,,,,1871,21,,,,3854,54,,,,72,6,,,,44,7,,,,395,9,,,,20297,58,,,,<LOD,49,,,,22,3,,,,20,2,,,,60,1,,,,7,1,,,,<LOD,1,,,,76,1,,,,80,1,,,,25,1,,,,346,1,,,,15,1,,,,3,1,,,,<LOD,17,,,,<LOD,19,,,,16,5,,,,<LOD,38,,,,<LOD,10,,,,3,1,,,,19,1,,,,<LOD,12,,,,11,2,,,,<LOD,6,,,,632660,991,
